image_id,frontal,lateral,trash
1.2.392.200036.9110.1.2004392122.1.1.20211213150339.4801.jpg,0.99873286485672,0.000691255263518542,0.0005759046180173755
1.2.392.200036.9116.1.1.1.1.11220621.20211201095216.jpg,0.894241988658905,0.09322955459356308,0.012528409250080585
1.2.392.200036.9116.1.1.1.1.11220621.20211220112158.jpg,0.7357739806175232,0.10892271995544434,0.15530328452587128
1.2.392.200036.9116.1.1.1.1.11221221.20220119131344.jpg,0.7359379529953003,0.12661316990852356,0.13744881749153137
1.3.6.1.4.1.39687.1.4612501804798937590.7951632961492902815.png,0.9595931768417358,0.021222896873950958,0.01918400265276432
1.3.6.1.4.1.39687.1.4620932143701026031.11437068809501273242.png,0.8886922597885132,0.05649437755346298,0.05481337010860443
1.3.6.1.4.1.39687.1.4621001061263743761.4895192374794871704.png,0.7702652812004089,0.1919574737548828,0.03777728229761124
1.3.6.1.4.1.39687.1.4621194543797145667.8756822862973410979.png,0.6022745966911316,0.023153256624937057,0.37457212805747986
1.3.6.1.4.1.39687.1.4643772315017317198.5812444676588088249.png,0.6128688454627991,0.10931115597486496,0.27782005071640015
1.3.6.1.4.1.39687.1.4663336192730492305.3698567579794720153.png,0.6315701603889465,0.23831774294376373,0.13011211156845093
1.3.6.1.4.1.39687.1.4674115830471453834.2942552552199810950.png,0.6944375038146973,0.03179619088768959,0.27376627922058105
1.3.6.1.4.1.39687.1.4676047679720178822.8088930169968186269.png,0.8880375027656555,0.07269278168678284,0.03926975652575493
1.3.6.1.4.1.39687.1.4677323556159686684.15141298329836014521.png,0.8878560662269592,0.09461288899183273,0.01753104105591774
1.3.6.1.4.1.39687.1.4692564215522723998.13331767150530507168.png,0.8613048791885376,0.07512679696083069,0.0635683536529541
1.3.6.1.4.1.39687.1.4728185045936145844.5582635579603680910.png,0.7484571933746338,0.054811324924230576,0.19673152267932892
1.3.6.1.4.1.39687.1.4744992032082417632.11548194353361413552.png,0.8746718168258667,0.08469340205192566,0.040634799748659134
1.3.6.1.4.1.39687.1.4748775699582688149.10706738407417990059.png,0.8919007182121277,0.07901747524738312,0.02908187359571457
1.3.6.1.4.1.39687.1.4768711128066411503.10757994015991736483.png,0.9297732710838318,0.02973867394030094,0.04048794135451317
1.3.6.1.4.1.39687.1.4777214621662474834.15436914465618109606.png,0.9292310476303101,0.02306484617292881,0.04770413041114807
1.3.6.1.4.1.39687.1.4783531379108704206.12964144414229580973.png,0.6978302001953125,0.09593310952186584,0.2062366008758545
1.3.6.1.4.1.39687.1.4794672145099903739.3089974719037558949.png,0.7973859906196594,0.07596395164728165,0.12665008008480072
